R,G,B
36,36,30
43,47,22
36,45,24
23,27,22
38,27,35
48,37,40
33,40,33
6,32,18
29,51,16
23,42,23
29,41,35
24,31,24
33,35,23
21,20,16
19,13,24
40,33,46
35,31,37
30,29,33
28,29,39
38,43,52
34,42,35
23,34,14
27,38,22
32,41,38
22,38,27
12,24,26
18,24,29
19,26,19
37,38,28
28,17,25
26,4,28
48,26,38
52,36,23
39,23,11
32,11,20
45,28,42
31,29,19
28,40,10
55,68,54
46,50,68
39,28,60
29,25,37
23,27,15
34,42,19
34,40,23
32,33,31
37,35,41
34,33,35
27,31,19
27,33,16
32,35,26
33,31,37
21,17,29
16,13,15
30,36,13
34,46,4
22,28,33
28,36,36
31,42,39
17,32,28
19,34,30
26,45,36
20,38,25
17,31,19
28,36,29
26,30,24
26,24,16
37,35,25
51,43,36
49,40,36
48,38,31
40,31,21
33,31,31
37,34,29
38,34,23
38,35,27
40,38,38
34,30,35
30,26,25
36,33,25
39,38,28
42,43,41
29,30,34
33,32,36
46,47,45
39,43,38
32,35,39
37,39,50
30,24,49
22,24,25
20,29,3
30,39,6
36,37,27
43,32,58
47,34,66
31,31,31
25,38,6
37,51,23
36,39,43
29,27,47
33,34,38
29,35,18
21,25,13
30,26,31
21,32,0
28,44,20
13,34,25
9,25,37
25,29,54
35,27,57
38,26,48
26,21,30
19,26,19
15,27,7
34,42,19
49,46,31
57,43,44
50,36,42
23,23,23
17,28,18
18,35,38
32,37,40
36,31,33
39,34,36
33,33,39
20,22,30
29,22,29
45,31,37
45,33,39
28,27,36
18,24,35
30,32,43
50,40,52
45,28,39
23,10,24
27,19,36
43,30,32
45,34,36
46,38,39
25,26,24
28,35,32
38,52,48
26,37,34
24,28,23
28,19,16
44,29,27
57,42,39
46,37,33
43,45,39
40,51,41
21,37,26
26,43,32
42,43,34
29,34,19
40,46,29
47,45,37
25,18,21
33,26,31
39,37,36
20,24,12
18,23,8
28,32,26
42,47,46
18,25,22
23,31,21
47,51,40
30,30,24
25,24,26
30,31,52
30,18,30
34,16,23
28,26,32
26,42,41
24,43,22
30,38,1
51,51,21
43,49,44
38,53,62
34,51,54
34,51,38
37,55,38
34,51,42
28,41,39
30,39,36
39,36,32
29,37,30
24,42,29
20,42,30
27,41,35
29,37,36
33,41,41
35,45,45
33,40,37
41,38,33
50,30,29
58,29,32
58,34,36
39,30,27
19,28,18
16,37,22
57,58,38
53,53,37
43,41,33
42,39,41
30,29,38
30,33,47
27,35,48
13,24,32
10,23,25
32,46,42
37,45,38
33,36,27
31,29,21
29,23,18
41,31,31
56,45,47
23,39,45
26,32,27
40,38,27
40,41,32
28,28,28
36,26,32
53,35,34
44,35,22
31,38,23
22,32,26
39,37,43
54,47,52
39,41,35
25,34,24
28,26,26
43,22,37
23,40,26
16,33,22
23,36,34
32,34,42
24,14,26
37,25,31
45,45,39
26,42,25
18,41,19
16,41,15
22,42,19
31,45,34
24,30,37
23,23,29
43,36,21
44,35,0
33,20,28
39,30,43
34,35,45
29,42,40
23,37,31
22,21,30
46,32,50
47,37,43
23,25,6
29,32,10
48,40,33
38,22,29
43,34,31
44,51,36
22,40,27
0,14,12
21,26,24
25,45,33
13,39,23
34,46,34
48,47,43
19,26,23
22,42,37
25,46,38
25,34,31
33,40,35
4,25,17
22,45,40
27,39,39
28,24,30
26,28,28
12,27,19
9,17,10
19,22,30
32,33,47
29,32,40
36,40,45
24,23,39
22,17,38
40,38,38
45,48,26
40,39,25
31,19,37
26,11,39
35,32,34
45,52,31
41,47,36
38,37,53
28,24,36
42,40,46
33,34,32
32,35,26
25,29,18
31,34,25
33,35,29
37,38,34
35,36,34
30,30,30
35,34,36
32,31,35
31,30,32
28,29,25
41,45,33
28,34,15
33,24,37
36,34,33
15,19,8
7,11,6
34,38,39
31,39,32
10,21,1
25,33,16
46,44,43
43,34,37
38,28,21
46,35,21
52,33,28
44,22,27
39,18,17
32,15,2
28,29,27
39,37,29
31,25,14
32,22,15
48,43,45
40,43,47
27,29,29
42,36,29
43,32,24
34,30,29
15,27,29
21,33,33
32,30,29
33,23,23
32,30,36
23,37,49
40,36,55
47,49,50
34,40,21
36,42,17
50,51,41
41,35,46
29,24,39
31,34,32
33,43,27
19,27,20
22,25,33
32,37,40
37,48,28
22,34,6
10,12,6
34,24,47
42,41,21
35,39,20
24,32,25
34,37,51
44,42,62
35,31,42
35,32,28
39,39,39
32,32,44
13,18,27
36,44,37
40,48,31
28,30,24
26,29,33
18,32,26
24,50,26
27,37,31
34,45,35
30,40,27
29,33,22
30,26,21
34,25,22
37,33,28
33,35,23
30,36,25
30,34,29
26,28,28
36,39,37
43,47,41
34,36,30
35,31,30
47,36,39
47,33,35
39,31,32
38,38,38
32,37,36
35,42,39
39,42,40
30,28,27
35,31,30
30,25,22
37,30,27
50,41,38
34,25,22
19,13,8
24,26,20
22,33,25
17,36,27
34,30,19
25,32,17
27,37,25
34,28,29
38,20,33
38,27,37
36,43,38
35,47,27
45,47,27
34,32,22
30,37,40
27,39,43
34,39,38
39,33,26
27,24,16
30,37,32
27,42,38
48,40,47
52,27,41
38,26,26
36,47,27
34,51,24
27,33,16
40,36,35
44,47,55
35,51,63
37,52,68
46,51,66
50,51,61
46,51,54
33,45,45
21,39,38
26,37,34
29,46,43
31,49,48
36,50,48
40,44,38
50,50,38
51,56,41
48,63,49
51,70,61
46,55,52
44,39,41
53,38,42
61,42,51
47,33,45
33,22,42
34,26,49
28,47,30
27,40,26
29,31,25
34,28,29
37,26,34
36,30,41
38,39,49
22,30,37
25,34,37
36,41,40
32,31,27
33,27,22
38,32,25
32,32,26
25,33,26
19,33,27
30,47,44
24,43,34
23,37,25
28,30,24
37,26,29
43,26,35
45,31,37
44,32,32
48,34,35
35,23,29
31,23,33
31,32,36
31,33,27
41,42,32
26,28,22
29,34,33
16,33,22
20,41,19
11,31,8
21,30,20
35,37,37
44,49,40
22,37,10
6,29,0
13,36,14
8,28,15
19,36,27
24,36,36
16,19,33
23,21,33
41,41,25
43,46,0
6,5,14
21,13,23
40,39,41
22,36,32
24,41,38
34,30,41
39,13,29
35,16,13
37,39,17
26,30,11
47,33,35
45,18,27
48,39,29
35,54,27
19,44,30
23,36,44
33,28,49
26,37,34
23,42,23
24,34,22
33,37,38
33,41,40
14,37,23
11,35,17
26,44,31
36,53,40
13,35,16
24,44,31
35,41,48
36,24,46
27,19,30
6,9,0
28,23,22
38,31,38
27,21,32
17,18,22
14,17,21
22,22,34
17,17,29
26,32,27
44,52,29
22,25,10
37,29,39
42,30,48
41,36,35
54,54,36
43,40,32
27,16,32
40,46,27
52,55,46
33,32,34
26,24,30
32,33,31
38,43,28
32,38,21
30,33,24
38,36,42
24,18,35
21,17,29
23,22,24
23,25,19
26,27,23
42,40,46
34,28,45
51,35,46
37,26,28
24,18,13
35,30,27
53,49,48
40,38,30
25,26,10
42,38,27
41,32,29
49,35,37
51,33,32
54,35,30
52,31,30
47,24,29
49,27,29
46,27,20
23,26,24
45,43,35
41,35,24
27,23,18
32,31,33
28,28,34
30,25,26
48,42,35
43,38,29
36,37,33
38,42,43
38,40,41
24,23,19
32,31,27
46,46,52
29,32,46
28,29,27
31,33,27
39,38,34
44,42,42
33,30,32
22,23,14
25,31,14
24,30,19
33,36,41
29,29,45
35,38,46
24,34,21
27,40,14
37,46,26
26,25,27
32,24,41
33,28,19
38,31,28
37,26,34
37,27,39
36,34,34
26,33,18
25,36,16
36,41,40
35,30,51
27,18,44
33,34,44
27,39,33
15,33,26
22,42,37
17,42,28
9,36,10
25,29,18
31,46,25
30,51,26
36,45,24
46,38,25
54,39,30
46,43,28
20,33,9
19,38,13
42,50,33
44,45,35
39,46,33
23,40,19
11,29,6
30,35,20
51,40,36
45,37,37
28,26,25
25,32,29
35,42,39
44,45,43
43,33,33
37,23,24
47,37,37
42,41,37
25,31,26
33,37,32
34,29,26
32,23,20
44,39,36
40,44,39
18,30,24
38,34,29
37,40,31
32,37,28
24,19,20
34,20,31
26,16,28
24,27,25
30,40,24
44,47,31
45,45,39
25,30,31
34,42,42
36,40,35
30,27,19
41,37,32
29,29,29
13,34,19
34,30,35
50,27,41
41,25,18
30,34,5
42,51,30
44,47,52
28,25,47
41,46,61
36,52,59
41,51,69
49,44,76
49,36,68
42,34,51
24,33,36
8,29,26
17,29,33
30,47,56
37,53,66
45,51,62
54,48,49
77,68,58
78,83,62
69,91,72
63,95,84
55,79,77
42,54,56
41,40,42
51,44,47
51,39,51
37,21,45
32,10,45
15,36,28
19,35,28
23,30,25
27,28,24
27,23,22
37,32,31
47,42,43
37,34,36
27,23,28
36,30,35
30,25,27
31,26,27
34,35,31
26,37,27
18,37,22
7,33,15
29,39,27
19,38,29
9,28,25
21,23,24
39,28,31
38,28,34
29,28,37
40,33,46
41,22,37
40,21,30
27,24,26
20,26,25
26,24,23
38,29,26
27,24,16
23,36,20
22,12,35
35,30,31
35,38,22
26,33,20
26,33,30
34,44,38
15,28,14
21,29,18
26,28,29
21,19,31
42,39,48
43,36,43
31,21,33
38,27,35
36,33,18
34,42,2
21,19,18
21,22,26
26,32,39
8,15,18
18,21,19
33,25,25
37,20,23
37,22,20
36,27,17
24,20,9
34,26,19
31,20,16
43,36,27
32,34,22
13,25,19
29,44,47
38,35,44
38,30,31
34,27,18
20,19,9
20,24,19
37,36,38
37,31,36
34,34,34
30,41,31
33,46,32
34,37,28
34,26,27
46,37,47
45,36,46
36,23,25
25,5,0
39,31,38
36,29,32
15,12,8
20,18,10
32,28,23
38,33,32
27,19,19
32,22,15
40,31,18
31,19,7
30,17,9
52,42,32
50,43,26
41,38,23
52,48,43
40,32,42
38,45,24
40,44,33
32,31,33
31,28,37
39,38,42
23,24,20
24,27,18
38,39,37
34,32,38
32,28,40
27,24,33
28,28,28
14,15,11
18,17,19
32,27,42
34,25,51
37,31,32
28,21,28
47,41,46
58,58,52
39,42,27
34,36,24
43,40,35
33,28,25
12,6,0
31,22,18
39,25,29
39,23,34
37,26,29
40,34,29
47,42,39
44,37,40
30,36,35
49,46,41
49,44,35
30,36,31
25,31,36
33,25,35
41,24,28
37,34,26
25,39,27
31,42,34
50,37,39
53,35,36
29,31,25
15,36,27
35,43,43
49,30,45
26,29,13
32,34,22
45,40,41
50,40,56
33,25,36
22,21,11
32,39,12
37,43,26
34,37,42
38,39,53
50,57,54
30,40,27
21,27,22
37,37,43
36,35,39
39,40,31
26,37,21
37,35,41
39,27,47
31,22,32
26,31,16
17,35,12
15,31,20
29,32,40
27,18,31
44,33,43
39,33,38
28,34,33
19,36,27
18,38,25
27,41,30
20,25,23
24,34,28
22,32,19
19,28,8
27,28,12
32,26,19
37,28,24
45,41,30
40,45,24
41,50,29
27,37,24
23,33,27
45,58,50
41,54,38
13,24,4
24,28,17
53,49,48
36,37,35
26,33,30
18,29,26
22,29,24
43,40,36
59,44,42
50,32,31
38,26,24
25,26,22
22,34,28
25,35,29
26,27,23
37,30,27
37,30,27
28,27,23
29,35,30
18,20,28
23,18,19
37,32,23
31,29,21
25,27,28
29,25,31
48,38,44
43,39,38
19,26,21
34,43,40
31,34,32
41,42,33
33,38,23
21,30,17
41,39,38
34,20,32
18,28,35
12,14,22
31,21,27
48,33,31
38,29,20
40,36,35
43,44,58
29,29,53
46,50,69
45,54,63
47,57,64
49,49,67
46,31,62
38,24,48
27,32,31
17,39,15
21,20,22
25,32,41
26,37,51
40,47,62
58,54,65
85,83,82
87,100,92
78,111,104
79,119,118
84,114,119
76,91,94
62,65,63
54,55,46
47,47,41
40,35,37
37,28,38
35,34,38
39,41,42
28,35,32
27,38,30
16,25,15
34,39,30
38,38,32
29,24,23
39,33,38
45,41,47
36,39,44
31,40,43
28,42,38
27,41,29
32,44,26
30,42,20
35,42,29
24,29,28
32,34,44
39,42,50
29,35,34
23,31,30
27,33,40
25,25,43
31,27,46
37,35,41
38,37,33
42,39,35
48,41,44
39,30,33
39,33,26
31,32,12
42,13,58
31,8,30
47,32,29
46,41,32
19,21,22
12,16,27
23,20,35
53,42,58
40,22,45
39,20,45
53,35,58
44,25,40
42,19,27
47,27,26
32,23,10
35,34,14
42,37,22
27,34,31
20,31,39
41,40,49
48,35,33
29,18,4
35,32,18
47,39,39
35,21,25
36,27,23
34,40,23
32,40,23
46,37,33
47,26,34
22,15,20
19,33,29
47,54,41
62,50,50
52,32,37
46,37,33
29,30,20
29,20,23
50,23,43
47,25,43
29,25,24
28,31,22
52,38,42
41,15,29
43,26,30
41,37,26
42,30,20
52,21,22
17,15,27
29,29,29
30,31,21
32,30,22
55,49,44
53,42,34
48,34,22
40,21,14
34,11,9
49,27,21
43,29,7
34,28,0
39,35,16
38,35,30
35,37,37
39,44,42
26,25,27
30,29,31
34,34,34
33,32,34
38,37,41
23,21,27
33,30,39
42,40,46
29,28,32
40,39,41
37,36,38
38,37,41
25,22,31
30,27,36
32,29,38
30,27,36
18,21,19
24,23,32
30,29,39
34,38,32
29,35,16
28,30,18
35,30,31
31,25,26
33,30,22
33,29,24
34,26,36
40,34,51
34,37,42
21,32,24
21,35,31
23,37,43
29,41,41
40,39,35
41,38,33
31,42,39
32,44,50
48,40,51
51,29,34
26,23,15
15,36,21
24,38,27
37,17,16
51,23,22
40,41,31
0,26,12
8,14,13
60,27,41
49,49,33
59,57,46
52,47,44
50,39,47
43,35,42
30,26,21
32,32,18
43,47,36
37,39,39
25,31,26
36,44,33
36,42,37
30,27,42
35,28,49
37,34,36
41,47,22
29,50,28
35,41,46
35,30,51
27,27,33
29,39,26
27,44,31
19,31,37
30,30,46
32,27,29
51,45,32
36,31,16
30,31,21
28,35,28
23,29,24
41,39,45
47,35,55
5,17,23
21,24,22
32,25,16
40,29,25
37,32,34
32,28,34
33,28,27
31,22,12
29,27,16
28,39,36
21,42,43
22,40,39
36,44,34
51,50,40
47,48,46
27,33,38
31,42,34
33,44,36
26,37,29
22,29,22
37,37,31
49,43,38
41,32,28
21,17,12
25,25,19
25,32,25
34,41,34
38,40,34
30,30,24
24,21,16
27,27,21
35,37,31
23,23,39
41,34,39
50,40,33
39,40,30
34,40,39
32,29,38
39,25,36
37,30,35
23,31,30
18,31,29
36,37,35
46,41,32
31,37,18
15,26,10
24,24,24
52,33,50
32,27,54
20,24,35
21,27,26
42,34,41
49,32,46
40,28,40
34,37,42
29,36,45
51,51,67
55,56,66
52,61,58
47,57,51
45,41,52
41,29,47
42,37,36
44,53,26
44,28,21
34,31,27
23,35,35
34,46,50
49,55,62
68,75,84
80,104,110
86,131,135
84,134,140
92,130,135
91,108,111
77,83,78
58,65,50
37,48,28
30,39,18
37,44,23
45,30,38
42,35,40
23,25,25
24,36,30
13,29,18
30,44,33
25,32,25
9,10,6
43,43,43
36,41,42
20,32,32
16,33,30
19,37,30
29,41,29
38,44,27
35,35,17
38,45,42
48,41,48
49,39,55
34,43,52
20,44,42
13,34,31
18,24,29
20,23,37
20,30,40
19,31,31
31,28,23
43,30,28
47,38,41
24,26,27
32,31,27
29,20,7
26,19,32
29,18,20
47,35,23
46,39,24
29,27,26
24,22,41
39,27,57
36,20,44
36,23,39
38,32,49
33,30,52
25,16,37
36,19,28
44,24,19
35,19,13
41,30,32
43,37,24
29,33,22
16,23,20
36,32,38
40,27,29
41,29,17
48,45,24
44,42,31
40,37,39
29,33,34
23,33,21
29,38,18
28,19,10
44,21,29
38,18,30
28,21,26
23,38,30
21,26,27
40,39,48
38,37,41
33,32,28
50,43,40
37,24,26
48,35,37
36,28,28
32,27,26
46,39,42
37,28,31
28,23,20
32,31,21
29,24,21
38,28,34
23,21,33
37,39,39
32,35,33
23,19,30
34,30,42
33,30,26
38,40,18
39,34,19
43,30,32
39,27,25
49,47,23
31,33,4
25,22,18
44,38,57
32,34,42
18,29,13
36,29,50
33,29,41
29,28,32
30,31,29
36,36,36
45,44,48
51,48,57
37,34,43
30,28,34
39,37,43
35,31,42
38,33,48
36,33,48
32,31,41
30,32,32
31,35,29
35,33,39
33,31,37
17,14,16
24,21,17
39,37,27
38,31,22
36,25,21
39,26,24
43,29,30
36,22,26
31,20,30
40,33,46
30,32,42
6,18,22
4,23,26
11,34,36
16,31,34
32,37,36
41,40,36
33,41,41
27,38,46
30,30,42
37,25,31
34,28,21
35,44,31
35,43,32
34,23,19
48,29,24
50,47,33
23,33,17
23,22,18
57,33,43
54,49,40
41,35,30
43,37,32
47,39,32
27,22,13
28,22,15
44,38,39
33,30,32
32,33,29
28,34,23
29,37,26
25,27,27
23,22,32
44,40,51
48,46,46
26,25,15
16,17,15
29,29,35
30,32,40
15,21,20
26,34,24
44,50,45
36,35,44
28,24,36
39,39,39
37,43,20
21,30,0
30,36,13
46,44,43
42,39,54
38,36,55
26,26,44
21,29,36
40,43,41
40,38,28
39,30,26
40,31,34
39,31,38
42,34,34
38,34,23
34,39,24
17,29,23
18,36,37
29,45,44
31,45,34
28,37,24
26,30,25
31,34,39
33,44,34
33,42,32
25,32,25
24,31,24
28,36,29
25,36,28
21,29,22
20,22,16
30,26,21
23,14,10
34,25,21
45,42,37
37,39,33
31,38,31
31,38,31
16,20,14
25,24,34
48,45,47
41,38,34
36,31,32
46,41,50
36,29,42
21,14,21
34,32,31
28,35,28
30,35,33
34,36,37
26,27,23
27,31,20
33,34,24
33,29,28
48,37,47
38,24,42
25,34,38
9,28,25
21,25,30
43,28,42
44,30,41
35,41,36
29,40,32
47,47,47
54,48,53
43,47,48
32,46,40
32,41,38
36,29,32
43,27,34
55,39,46
53,38,22
44,44,26
38,53,32
36,49,35
48,52,47
61,68,71
76,102,108
78,132,133
79,146,141
80,139,131
79,117,111
75,95,90
63,78,70
47,57,44
40,45,24
48,48,24
44,45,43
35,38,36
22,27,26
31,36,35
28,33,32
33,38,37
27,30,28
9,12,10
18,22,17
17,24,17
11,20,10
8,22,11
10,24,12
16,30,18
25,39,27
23,35,23
19,24,39
41,42,56
27,31,42
11,24,32
23,43,48
20,39,42
15,25,25
29,35,34
31,38,35
30,31,29
39,31,31
46,34,34
36,31,30
25,28,26
31,36,35
36,36,36
17,44,11
33,48,17
33,33,3
29,29,0
38,40,28
31,31,45
41,31,61
27,17,34
23,25,25
33,49,48
16,33,52
13,20,47
36,30,41
41,27,21
36,20,21
42,26,43
26,23,19
28,23,8
46,42,24
48,44,43
26,20,31
34,22,20
32,20,0
30,29,3
34,49,41
14,32,39
19,27,27
48,45,31
29,22,7
45,33,31
56,34,46
50,18,37
6,25,33
1,30,34
2,29,33
19,29,39
31,28,37
45,49,38
29,44,16
14,27,3
56,51,48
39,32,37
27,34,29
25,44,27
22,36,25
32,32,38
13,16,30
1,16,25
38,31,44
34,33,37
13,12,21
26,21,52
29,28,60
23,35,37
22,44,16
34,53,32
41,50,53
41,49,49
20,31,11
29,38,18
51,48,63
43,32,72
30,27,43
25,35,12
32,24,47
31,25,42
31,28,37
36,37,35
17,19,13
26,29,20
44,45,41
48,47,51
46,42,54
47,41,60
44,36,59
41,35,58
44,41,57
22,21,30
30,33,31
48,52,46
58,45,61
39,28,31
36,25,21
47,33,34
42,22,27
48,27,25
57,37,26
32,7,3
39,9,20
49,21,40
47,27,39
37,27,33
26,25,35
23,27,45
24,39,48
18,41,37
21,40,43
34,42,42
33,34,32
25,28,32
21,30,40
16,24,37
19,18,22
33,25,18
45,39,28
37,36,26
29,32,23
35,33,23
40,31,17
52,39,25
55,44,40
36,29,32
51,43,36
50,40,40
43,34,31
42,37,22
39,37,13
36,32,21
43,35,42
44,36,47
40,41,39
33,38,29
32,36,31
29,31,31
25,27,21
38,39,29
48,43,44
26,16,32
39,10,35
31,15,26
30,29,25
30,34,28
37,37,31
33,27,22
20,10,10
26,18,25
29,32,36
25,41,23
28,49,10
29,42,10
30,29,33
30,25,56
23,31,54
10,35,37
37,36,40
36,44,34
25,35,18
33,33,21
47,31,32
45,24,27
41,33,26
43,55,33
29,47,24
24,36,24
36,43,40
31,43,37
23,45,26
26,49,27
33,43,31
47,42,43
30,41,31
27,32,23
15,18,9
17,22,13
22,38,27
20,44,32
17,39,27
20,29,19
46,38,31
57,36,34
50,31,28
39,30,26
27,31,25
16,27,19
19,30,22
27,35,28
28,21,24
28,30,30
20,25,26
32,24,35
38,19,40
34,22,40
17,22,23
25,35,22
29,29,15
36,33,28
14,18,23
15,24,28
39,39,39
49,38,34
47,38,34
35,36,34
59,48,40
33,44,41
4,33,30
16,31,27
34,27,24
39,30,27
38,43,34
26,37,21
46,47,31
55,45,45
39,36,51
24,34,44
25,40,32
31,30,20
43,17,33
60,20,68
40,33,16
44,50,25
45,62,29
40,50,20
60,58,40
78,75,70
79,101,99
50,111,101
50,135,113
54,137,112
58,118,100
54,92,86
52,71,74
44,51,54
47,38,34
56,38,27
26,54,41
20,39,30
23,29,28
38,34,39
44,33,41
42,31,41
43,36,41
31,29,28
36,37,28
31,33,21
27,28,12
28,31,15
26,36,20
22,40,27
11,41,30
0,26,19
22,23,51
25,41,57
15,40,44
13,32,37
31,40,50
36,45,55
21,38,35
20,30,17
48,40,27
31,13,12
26,12,18
30,27,29
31,31,25
44,45,36
24,32,32
8,27,35
35,14,47
36,28,38
32,41,21
23,35,7
26,33,18
31,36,37
23,27,32
25,22,24
46,42,41
36,41,42
17,30,32
34,39,38
41,19,13
55,21,8
52,36,20
22,29,14
37,31,56
19,34,37
5,41,27
0,37,29
4,26,32
19,24,33
10,9,11
23,32,29
30,52,50
1,35,25
6,35,19
36,50,38
32,31,40
21,23,41
2,28,28
3,51,25
34,38,43
31,32,42
43,41,53
31,29,35
31,32,23
28,34,15
29,38,17
31,43,23
18,35,14
12,34,6
21,43,15
25,39,27
31,33,44
27,17,47
37,21,55
44,26,57
37,35,0
39,30,21
37,27,50
27,26,46
18,28,22
26,38,20
25,26,22
39,31,42
47,37,53
43,39,50
31,35,40
34,47,39
34,47,25
43,52,26
49,40,36
44,22,40
76,19,27
46,25,27
36,47,44
23,37,31
24,23,19
36,26,26
32,24,31
42,35,56
57,53,89
38,45,95
24,42,101
33,48,104
41,38,83
43,33,56
35,44,41
16,49,28
45,32,24
46,33,25
37,28,15
34,26,13
23,15,15
20,8,28
42,29,53
46,47,45
36,49,17
24,38,4
17,27,11
31,36,34
35,44,31
28,41,17
32,40,29
36,37,47
31,28,43
30,39,18
24,37,0
29,32,7
40,26,32
51,32,41
59,45,26
35,28,0
42,31,4
55,40,38
38,24,28
27,25,15
37,43,24
38,49,33
35,46,43
26,37,41
44,27,18
54,42,38
59,49,49
61,47,51
43,35,42
29,33,44
31,44,60
29,33,44
41,32,28
48,44,15
48,62,21
22,46,16
30,41,33
38,29,32
38,17,15
46,25,10
55,35,47
36,21,18
27,21,2
26,26,10
30,27,29
42,31,47
32,13,28
53,36,39
40,35,32
13,18,19
5,11,24
31,23,40
36,15,30
33,12,21
38,30,40
24,33,43
37,38,36
20,33,19
12,27,6
46,43,29
55,36,28
37,26,6
22,29,0
35,42,9
51,47,28
39,36,22
31,44,22
25,44,19
25,28,19
45,26,35
51,32,41
39,34,33
45,46,37
32,24,25
27,16,26
25,24,28
24,36,30
20,33,25
40,35,37
42,16,34
57,29,48
43,30,38
35,41,36
26,33,28
21,18,20
22,16,17
24,25,15
33,47,23
43,37,26
34,32,8
32,39,2
33,38,9
40,41,37
30,27,43
25,23,43
20,20,32
28,28,34
45,42,51
37,27,43
33,20,34
37,26,28
41,33,20
47,41,18
41,34,9
44,32,44
48,32,50
50,29,51
47,28,37
55,37,36
50,32,31
35,19,20
35,23,17
33,32,12
41,44,22
33,34,24
38,33,34
40,34,35
41,33,33
53,37,48
44,22,46
30,23,38
34,32,24
28,24,6
57,37,49
73,37,83
68,32,79
90,66,84
91,81,74
88,85,77
89,88,90
82,84,84
74,83,70
59,65,48
46,43,39
47,34,48
38,19,44
34,58,28
30,46,23
37,43,26
39,41,22
34,34,20
43,41,33
35,27,20
53,39,20
65,48,21
33,13,2
44,31,47
42,43,69
19,37,44
28,49,41
36,39,43
29,15,39
55,34,32
26,21,20
40,41,45
52,42,54
35,24,40
22,34,46
11,43,49
15,34,37
34,20,22
48,18,17
43,32,24
30,36,25
33,31,23
50,35,33
48,35,37
31,35,36
11,24,16
40,37,29
62,49,41
45,43,32
21,36,22
17,32,18
25,26,17
37,30,27
43,39,44
35,37,45
29,23,34
40,27,35
47,33,37
38,28,28
23,13,13
44,28,29
41,27,38
30,34,35
20,40,35
10,33,29
16,28,28
36,33,29
39,27,25
49,41,48
28,34,45
15,32,28
14,33,12
35,36,26
43,26,47
53,37,71
35,45,55
17,53,29
23,26,31
16,23,16
37,42,27
30,33,24
30,27,29
37,38,36
44,50,39
35,45,32
16,27,24
18,29,33
25,36,40
33,43,43
28,33,34
24,23,32
33,28,37
50,43,50
35,40,9
34,32,31
22,19,41
13,16,30
14,24,11
36,43,16
33,29,11
26,10,11
34,14,26
59,45,57
44,40,46
20,27,22
29,42,26
38,50,32
39,40,36
35,27,38
50,22,41
20,20,34
12,33,41
36,50,56
57,51,56
51,34,43
36,24,42
33,29,64
42,47,108
46,66,151
47,78,177
51,74,173
58,57,137
60,44,91
48,42,53
20,35,21
35,26,17
31,20,16
48,39,36
35,29,22
29,25,20
35,29,34
33,29,35
41,44,35
41,50,29
34,41,26
27,29,30
26,29,33
34,44,27
39,51,23
30,36,25
21,18,33
30,29,39
33,34,30
30,33,18
30,26,21
32,18,22
38,22,23
46,31,22
43,25,18
47,29,30
39,23,24
37,28,19
31,29,19
28,26,32
35,33,52
37,42,51
30,43,35
39,15,27
37,25,25
36,30,19
44,36,29
49,42,47
49,52,66
43,58,67
31,40,37
33,27,14
51,42,28
45,52,39
17,37,25
20,36,25
39,37,26
58,44,32
58,41,28
38,23,31
26,23,18
28,38,21
38,48,32
22,20,20
28,18,30
36,30,41
30,36,35
20,32,26
27,35,34
33,35,43
24,21,36
13,13,25
21,27,34
31,35,40
30,32,40
40,43,27
37,45,34
23,30,23
31,29,19
31,23,6
46,44,20
45,49,24
34,37,15
44,40,22
42,36,23
32,33,23
28,36,25
31,31,19
41,32,23
46,35,37
25,17,27
36,32,31
33,25,25
27,19,19
27,27,27
19,30,28
22,33,31
38,32,37
40,19,28
